frase	duracao_media	total_classificacoes	classificacao_majoritaria	total_positiva	total_negativa	total_neutra
Eu passei a noite toda acordada, chorei muito, pensei mais ainda, porém, não conseguir chegar a uma conclusão eu quero largar tudo e ir embora.	8.226	6	negativa	0	6	0
Eu peguei achando que fosse aqueles livros de criancinhas que falam : Querido diário.. Hoje eu aprendi a ler.. 	3.9467499999999998	4	negativa	0	4	0
Eu penso no futuro porque isso vai ser bom pra mim e pra todos que eu amo.	2.9284	5	positiva	5	0	0
Eu peço a Deus que me de paciência, porque tudo é uma fase.	3.0266	5	positiva	3	1	1
Eu quase xingo aquela mulher de cima abaixo, é muita falta de respeito, quem é ela pra criticar meu namorado?	4.945333333333333	6	negativa	0	6	0
Eu queria muito ter a amizade dele, mas ele sempre vem com segundas intenções, estou quase dando um fim nisso, quer dizer de outra forma, excluindo ele.	7.692400000000001	5	negativa	0	5	0
Eu queria ser uma conhecedora da vida, pra entender meu coração.	3.4763333333333333	6	empate	3	0	3
Eu queria ter ido pra quadra mas a professora queria que a gente ficasse na sala de vídeo e ver o filme chato.	5.365333333333333	6	negativa	1	5	0
Eu quero que você se de bem na vida e que ame alguém que tbm te ame muito.	3.9048000000000003	5	positiva	4	0	1
Eu realmente precisava lhe dizer isso, não aguentava mais.	4.420833333333333	6	empate	2	2	2
Eu respeito muito os animais, aprendi que não devemos maltratar de jeito nenhum os animais.	4.4963999999999995	5	positiva	3	1	1
Eu sabia que você tinha sumido de algum modo, mas queria evitar isso, queria mentir pra mim mesma.	5.413333333333333	6	negativa	0	6	0
Eu saía cedo de casa e voltava muito tarde, isso quando eu voltava.	4.162999999999999	5	empate	2	2	1
Eu saía pelo mundo aproveitando tudo que podia sem hora para acabar.	5.186166666666667	6	positiva	6	0	0
Eu sei que devo esperar, mais esperei demais.	6.625166666666666	6	negativa	0	5	1
Eu sempre fechava a janela e brigava com você por ela estar aberta.	4.5714	5	negativa	0	5	0
Eu sempre fui bem restrita a minha vida de masturbação, vamos combinar, se tocar é maravilhoso, mas ninguém sai por ai contando e nunca tinha comentado esse assunto com um amigo.	5.9352	5	positiva	4	1	0
Eu simplesmente pensei Ele não vê que eu acabei de perder tudo que eu tinha?	3.9467499999999998	4	negativa	0	4	0
Eu sofri muito por não conseguir tomar o remédio e sofri mais ainda pela brutalidade dos meus pais por não entenderem que quem tem fobia não é frescura.	3.9935	4	negativa	0	4	0
Eu sou o único homem que será sempre fiel a você, aquele que jamais irá te abandonar.	5.277	6	positiva	5	0	1
Eu sou uma das únicas patricinhas de respeito, que curtem ler e que não são exemplos de putas.	8.4715	4	empate	2	0	2
Eu sou uma orgulhosa sim, não fico com todos (até porque isso é coisa de vadia), jogo bola, falo com quem fala comigo, também não sou de ter muitas amigas!	10.4852	5	neutra	2	0	3
Eu sou virgem, ou pelo menos nunca tive penetração.	3.5233999999999996	5	neutra	0	0	5
Eu só queria ser motivo de orgulho, mas pelo jeito realmente nunca serei boa o suficiente para você, e eu não consigo mais fingir que está tudo bem, porque não está!	7.500249999999999	4	neutra	1	0	3
Eu só quero minha vida de volta e só quero que isso tudo acabe.	3.31	4	negativa	1	3	0
Eu só quero que esse dia acabe logo.	3.3954	5	negativa	0	5	0
Eu só sei que agora estou melhor ,e sabe o que mais me surpreendeu, o fato de essas palavras virem dela.	7.544499999999999	4	positiva	4	0	0
Eu tava o tempo inteiro 'quero me matar, me matar ' não tava dormindo, angústia e ansiedade gritante, chorando por qualquer coisinha.	5.270833333333333	6	negativa	0	6	0
Eu te Amo e cada gesto seu vai ficar aqui dentro do meu coração pra lembrar do teu amor por nós, eu te amo.	4.2456000000000005	5	positiva	3	1	1
Eu te Amo vó, continue a cuidar de mim de onde estiver, obrigada pela vó maravilhosa que foi comigo, por cada gesto de carinho e sorriso.	4.2278	5	positiva	5	0	0
Eu te amo tanto, eu queria que você soubesse disso, que você percebesse os meus atos de amor, carinho, dedicação que demonstrei a ti.	6.335333333333334	6	positiva	6	0	0
Eu te amo, e jamais vou deixar você na mão.	2.4732	5	positiva	5	0	0
Eu te conheço como ninguém, o teu coração está aqui na minha mão, eu posso sentir os batimentos.	8.7772	5	positiva	4	0	1
Eu tenho 15 anos moro no Rio e o que eu mais gosto é de ficar na internet.	5.436999999999999	5	neutra	1	0	4
Eu tenho alguns planos em minha mente, e tem um prazo para isso ser realizado.	10.064333333333334	6	neutra	2	0	4
Eu tenho lembrado daquelas conversas, daquelas nossas risadas e também dos nossos segredos.	3.2960000000000003	4	positiva	4	0	0
Eu tenho tanto raiva em pensar que desde quando saia da casa deles, eu fiquei ajudando eles, principalmente minha mãe e eu nunca recebi amor em troca, as vezes não aguentava de solidão.	7.539199999999999	5	negativa	0	5	0
Eu tenho vários amigos, sou uma pessoa extrovertida, feliz, adoro ver as pessoas felizes ao meu redor, prezo muita pela Saúde, pois se tivermos ela, o resto corremos atrás.	3.7380000000000004	5	positiva	4	0	1
Eu tinha amores, conquistas.	2.3495	4	positiva	3	0	1
Eu tive que voltar cedinho pra casa como se eu tivesse ido pra uma balada mas acabo que nem deu nada.	7.4759	10	neutra	0	3	7
Eu to uma baleia de gorda, não quero engordar mais e pronto.	3.3465000000000003	6	negativa	1	5	0
Eu vejo que a chuva cai de acordo com minhas lágrimas , eu vejo que o dia está horrível e vejo a consequência em meu corpo.	82.1615	4	negativa	0	4	0
Eu vi e me apaixonei ainda mais pelo meu marido e pelo meu casamento.	4.530166666666666	6	positiva	6	0	0
Eu voltei a ser feliz e estou rindo muito de tudo que aconteceu.	7.236	6	positiva	6	0	0
Eu vou me formar, trabalhar farei o possível para manter a paz em minha casa.	19.229499999999998	6	positiva	6	0	0
Eu, já com a respiração acelerada.	2.7182000000000004	5	positiva	3	0	2
Eu, uma amiga e a família dele, que família maravilhosa, todos brincalhões, unidos, amorosos.	2.883	4	positiva	4	0	0
Falar que a vida é feita de escolhas, é extremamente fácil.	4.9223333333333334	6	empate	0	3	3
Falei com meu ex.	1.8154	5	neutra	2	0	3
Falei para minha mãe que ia tomar sorvete com alguns amigos imaginários, a sorveteria fica perto da casa dele e um pouco longe da minha, no contrato inicial, ele tinha proposto tomar um sorvete e a segunda parte eu tinha que escolher.	8.7845	4	neutra	0	0	4
Fazer as escolhas certas é que é o difícil da coisa.	7.835	4	negativa	1	3	0
Faço tudo que estiver ao meu alcance porque pra minha vida ser perfeita só falta você nela.	6.726000000000001	5	positiva	4	0	1
Fechei a porta, a Helen me olhava assustada, não disse nada só me direcionei para o banheiro, liguei o chuveiro, entrei com roupa e tudo, as lagrimas se misturavam com a água do chuveiro, a porta se abre.	7.87825	4	negativa	0	4	0
Fica aí que eu fico aqui com os meus seios, de biquinhos durinhos e salientes, loucos para serem lambidos de cima a baixo, de um lado para o outro, serem mordidos de leve e sugados por inteiro.	9.605	5	positiva	4	0	1
Ficamos juntos por 4 anos e eu o amava mais que tudo, ele foi o primeiro em minha vida para tudo, eu não fazia nada sem ele e estávamos sempre juntos.	8.9775	4	positiva	3	0	1
Ficamos namorando até o meu filho fazer um ano então nos casamos, compramos nossa casa e começamos uma vida juntos.	9.5398	5	positiva	4	0	1
Ficamos o resto do dia garradinhos, combinamos de ir no shopping para ele pagar uma conta, mais quem disse que a preguiça deixou?	11.4012	5	negativa	2	3	0
Ficar sem você é ter a noção do tempo e não saber preenchê-lo, é perder a paz e conhecer a ausência de alguém presente.	3.72425	4	positiva	3	0	1
Ficava olhando ele dar aula, sonhando , imaginando coisas.	6.238	5	positiva	3	0	2
Fico com inveja dos meus amigos que resolvem tudo sozinhos, sabem ir pra todos os lugares, e numa boa.	4.7	5	negativa	2	3	0
Fico em cima dele, faço cavalgada, digo que paguei essa porra de motel durante uma hora e meia e quero transar até uma hora e meia.	9.6578	5	empate	2	2	1
Fico feliz por isso, porque fomos feitos para brilhar.	2.21575	4	positiva	4	0	0
Fico pensando , como vai ser quando eu começar a fazer faculdade , me casar , ter filhos.	22.572	4	negativa	0	4	0
Fico pensando o que eles estão esperando para se separar e acabar logo de vez com esse sofrimento.	6.7219999999999995	4	negativa	0	4	0
Fico pensando preciso ir ao um psicólogo, pois ele sim eu sei que eu posso confiar pois ele guarda aquilo tudo com ele para ter uma renda.	9.037166666666666	6	neutra	1	1	4
Finalmente de férias.	1.9056666666666668	6	positiva	6	0	0
Fiquei com ela e nisso fomos para um motel, nesse dia brinquei com ela dizendo que ela iria se apaixonar por mim.	7.2700000000000005	5	empate	2	1	2
Fiquei com um pouco de raiva porque ele não atendeu aos meus telefonemas.	3.4638	5	negativa	1	3	1
Fiquei meio constrangida, mas valeu a pena.	2.6265	4	positiva	3	0	1
Fiquei surpresa e paralisada!	3.8242	5	neutra	1	0	4
Fizemos tudo que um casal normalmente faz , namoramos , brincamos , rimos , e brincamos de um jeito diferente , nos olhamos , sorrimos , nos beijamos e sorrimos de novo.	9.208	5	positiva	5	0	0
Foda-se família, eu não pedi pra nascer nessa merda, quer falar mal, falem mais depois paguem pau.	4.3533333333333335	6	negativa	0	6	0
Foda-se regrinhas sociais, não preciso ser perfeito pra ngm, sou feliz do jeito que eu sou!	4.22675	4	positiva	3	1	0
Foi Deus usando a boca de uma amiga minha pra me transmitir a mensagem de que ele tem algo melhor pra mim.	6.231000000000001	6	positiva	6	0	0
Foi a coisa mais linda a formatura dessa minha afilhada.	2.12175	4	positiva	4	0	0
Foi complicado, pois não conseguia me concentrar em outra coisa, o que eu mais queria era acabar essas provas e ir pra casa chorar tudo o que eu segurei.	9.3766	5	negativa	0	4	1
Foi eu, minha irmã, namorado, pai e mãe.	2.337	6	empate	3	0	3
Foi maravilhoso, perfeito, por um momento consegui a atenção que minha irmã tinha sem esforços.	16.598	4	positiva	4	0	0
Foi maravilhoso, senti a pegada dele transando, era muito mais gostoso.	4.73725	4	positiva	4	0	0
Foi perfeito, minha irmã e meu esposo fizeram tudo, 2 tipos de tortas, tudo lindo.	3.1477500000000003	4	positiva	4	0	0
Foi quando encontrei uma mulher que já havia conhecido antes e parei no carro, parece filme americano, onde o galã para e a mulher entra no carro e foi assim mesmo.	13.93225	4	neutra	1	0	3
Foi super fofo comigo no msn e isso acendeu mais ainda esse amor platônico em mim.	4.1936	5	positiva	4	0	1
Foi só ele me abraçar que eu também comecei a sentir calor e tirei a blusa de frio.	6.630166666666667	6	positiva	6	0	0
Foi só piscar o olho, que eu me apaixonei enfim , e no meio da fumaça , ele também gosto de mim.	4.1885	4	positiva	4	0	0
Foi tudo tão intenso, um mês parecia anos.	3.4565	4	neutra	1	0	3
Foi tão bom por um momento esquecer todos os meus problemas.	39.8535	4	positiva	4	0	0
Foi um presente dos céus.	5.9508	5	positiva	5	0	0
Foi um susto para muita gente.	4.165166666666667	6	empate	0	3	3
Foi uma delicia viu, fazer amor no carro é muito gostoso, e melhor quando menos esperamos.	2.92375	4	positiva	4	0	0
Fomos, nos encontrar, mas estávamos um sedento pelo outro que sentia o seu membro em mim, isso enquanto, estávamos nos devorando com beijos que dava agua na boca só em ver.	7.83025	4	positiva	4	0	0
Fora que acordar com um eu te amo, torna o dia maravilhoso e feliz.	3.233	4	positiva	4	0	0
Foram tantas dificuldades, tantos mistérios, tantas perguntas sem explicação.	12.902499999999998	4	empate	0	2	2
Fui a um churrasco na casa de um amigo, e a conheci, Carol o nome dela, depois descobri que era Jessica mas tudo bem.	8.5358	5	neutra	0	2	3
Fui me arrumar na casa de uma amiga minha e iria me beber na casa da minha melhor amiga.	6.2225	4	neutra	1	1	2
Fui muito infantil, o pior que continuo sendo, não sou mais uma garotinha, poxa sou uma mulher, tem coisas que não consigo evitar.	25.359250000000003	4	negativa	0	4	0
Fui na casa do meu namorado hoje e ele tinha ido no mercado.	3.0650000000000004	5	neutra	0	0	5
Fui na psiquiatra e ela me passou risperidona.	5.099166666666666	6	neutra	0	2	4
Fui no médico e ele disse que todas essas dores q eu to sentindo são causadas por nervosismo, e como eu vou ficar calma?	5.516500000000001	4	negativa	0	4	0
Fui olhar o celular como de costume e vi lá uma mensagem.	3.70325	4	neutra	1	0	3
Fui pra academia direitinho hoje, como o prometido.	1.92725	4	positiva	4	0	0
Fui pra sala e um pouco depois minha professora nos levou pra biblioteca.	7.273	4	neutra	1	0	3
Fui sábado no salão pra fazer progressiva, finalmente cabelo bom e não cabelo ruim, não tava aguentando aquela Palha.	36.726600000000005	5	positiva	3	2	0
Ganhei um notebook novo.	2.2206	5	positiva	3	0	2
Gente eu sempre ando bem arrumada, cheirosa, maquiada do lado do meu namorado, nunca fiz ele passar vergonha em lugar nenhum.	18.8716	5	positiva	4	1	0
Gente eu tenho 13 anos e eu nunca beijei em toda a minha VIDA.	4.695600000000001	5	negativa	0	3	2
Gente gostaria de desabafar com vocês minha historia com minha família.	3.5361666666666665	6	neutra	2	1	3
Gostei do querido diário é um site muito legal as pessoas expressam os seus sentimentos.	4.85925	4	positiva	3	0	1
Gosto de um menino a quase três anos.	4.475666666666666	6	neutra	1	0	5
Gostoso, quentinho, agradável.	2.136	5	positiva	5	0	0
Gravei um filme na TV, e agora apeteceu-me ir vê-lo.	4.022166666666667	6	neutra	0	0	6
Grito dezenas de vezes durante o dia.	3.5246000000000004	5	neutra	0	0	5
Guardei todas na minha memória, não as esquecerei jamais.	4.66375	4	positiva	3	1	0
HOJE COMO TÁ CHOVENDO EU FIQUEI DEITADA NA CAMA, POIS ELE VEIO DE MANSINHO E SENTOU AO MEU LADO, ATÉ AI TUDO BEM.	5.16075	4	empate	2	0	2
Hoje acaba uma guerra.	3.7865	4	empate	0	2	2
Hoje acordei a pensar, que ia ser só mais um dia.	5.085	6	neutra	0	2	4
Hoje acordei e ela nem se quer me olhou.	4.8002	5	negativa	0	4	1
Hoje cheguei lá era umas 7 horas, ele veio sorridente disse as coisas que tinha que fazer, e de aparelho em aparelho ele vinha e me falava alguma coisa.	138.05075000000002	4	neutra	1	0	3
Hoje com 21 anos, como que por auxilio lá do auto, começei a ver nessa semana relatos de pessoas que foram curadas atráves da terapia de vidas passadas.	12.163599999999999	5	positiva	3	1	1
Hoje estou muito chateada, eu acho que eu estou sendo traída meu marido está me tratando diferente com muita frieza.	5.0588	5	negativa	0	5	0
Hoje estou muito tranquilo, muito mesmo.	3.290333333333333	6	positiva	5	0	1
Hoje eu acordei e vi seu lado da cama vazio.	4.11875	4	empate	0	2	2
Hoje eu e meu namorado nos divertimos tanto.	2.661166666666667	6	positiva	6	0	0
Hoje eu fui na biblioteca da escola, na hora da aula de Educação Física, e peguei um livro.	3.8966000000000003	5	neutra	1	1	3
Hoje eu sair com uns amigos.	3.0956	5	positiva	3	0	2
Hoje foda-se, não to nem ai para o que vocês pensam sobre mim, não estou nem ai pra sua popularidade, vai contar mentira na casa do caralho, não no meu ouvido.	15.178249999999998	4	positiva	4	0	0
Hoje foi minha primeira sessão, a terapeuta me causou uma boa impressão.	3.484833333333333	6	positiva	5	0	1
Hoje foi um dia de tantas surpresas e alegria não sei bem como dizer é que ainda não estou acreditando que estou acorda pensando nele às 5hrs da manha.	18.93225	4	positiva	4	0	0
Hoje fui dormir 9h da manhã porque eu tinha ido dormir na casa do meu namorado sem meus pais saberem.	6.4384999999999994	4	empate	2	0	2
Hoje ganhei da minha mãe um escapulário, e ele tem uma mensagem de Deus em um dos quadradinhos.	4.014	5	positiva	5	0	0
Hoje iniciei o dia conversando com o Gabriel, o mais novo aqui da obra nova em que eu sou uma das responsáveis.	6.4	5	neutra	0	0	5
Hoje marquei uma consulta no ginecologista.	2.9153333333333333	6	empate	3	0	3
Hoje me senti muito só e ao invés de chorar, como sempre, me automutilei.	5.76625	4	negativa	0	4	0
